"continent","education_of_employee","has_job_experience","requires_job_training","no_of_employees","region_of_employment","prevailing_wage","unit_of_wage","full_time_position","company_age","y_train"
"Asia","Bachelor's","N","N",677,"South",110050.54,"Year","Y",35,"0"
"Asia","Master's","Y","N",107,"Northeast",92835.68,"Year","Y",19,"0"
"Asia","Master's","Y","N",1736,"West",113043.16,"Year","Y",14,"0"
"North America","Master's","Y","Y",2963,"Northeast",143188.4,"Year","Y",139,"0"
"Africa","Master's","Y","N",2043,"West",53557.18,"Year","Y",63,"0"
"Asia","Master's","Y","N",463,"Northeast",68182.63,"Year","Y",117,"0"
"Asia","Bachelor's","Y","N",4709,"Northeast",41180.84,"Year","Y",48,"0"
"Asia","Doctorate","Y","Y",1130,"South",26097.45,"Year","Y",32,"0"
"Oceania","Bachelor's","N","N",3227,"Midwest",92422.74,"Year","Y",96,"0"
"Europe","Doctorate","Y","N",2050,"Northeast",24439.18,"Year","Y",25,"0"
"Asia","Bachelor's","Y","N",1975,"Northeast",44233.52,"Year","Y",27,"0"
"Asia","Master's","N","N",5198,"South",101607.49,"Year","N",15,"0"
"South America","High School","Y","N",1280,"Northeast",42704,"Year","Y",96,"0"
"Europe","Bachelor's","N","N",53698,"Midwest",153573.56,"Year","Y",24,"0"
"Asia","Master's","Y","N",298,"Midwest",140381.51,"Year","N",13,"0"
"North America","Bachelor's","Y","N",1968,"Midwest",113603.07,"Year","Y",36,"0"
"Asia","Master's","Y","N",3815,"Northeast",14742.8,"Year","Y",37,"0"
"North America","Master's","Y","N",2886,"Northeast",45318.93,"Year","Y",39,"0"
"North America","Master's","N","N",3425,"South",62003.23,"Year","Y",21,"0"
"Asia","High School","N","N",660,"South",66781.76,"Year","N",15,"0"
"Africa","Bachelor's","Y","N",1259,"Northeast",25989.85,"Year","Y",23,"0"
"Asia","Bachelor's","Y","N",2091,"West",60321.97,"Year","Y",76,"0"
"Asia","Bachelor's","N","N",2377,"South",225.6413,"Hour","Y",35,"0"
"Africa","Master's","Y","N",1838,"Midwest",112102.98,"Year","Y",34,"0"
"Asia","Master's","Y","N",3358,"Northeast",95310.74,"Year","Y",22,"0"
"Asia","Master's","Y","N",3484,"West",61829.31,"Year","Y",203,"0"
"Asia","High School","N","Y",819,"South",26055.3,"Year","Y",22,"0"
"Asia","High School","Y","N",603,"South",45833.71,"Year","Y",14,"0"
"Europe","Doctorate","N","N",3393,"West",28534.67,"Year","Y",11,"0"
"Asia","Master's","Y","N",620,"West",43425.93,"Year","Y",26,"0"
"Asia","High School","Y","N",3951,"Midwest",698.9778,"Hour","Y",51,"0"
"Europe","Doctorate","Y","Y",1827,"West",21765.1,"Year","Y",51,"0"
"Asia","Bachelor's","Y","N",4633,"South",23969.45,"Year","Y",13,"0"
"Asia","Bachelor's","Y","N",2913,"Northeast",101292.33,"Year","Y",71,"0"
"Asia","Doctorate","N","Y",2323,"South",108690.79,"Year","Y",45,"0"
"Europe","Doctorate","Y","N",1583,"West",170788.78,"Year","Y",20,"0"
"Europe","Master's","N","Y",598,"Northeast",68640.89,"Year","Y",18,"0"
"Asia","Master's","Y","N",895,"Northeast",129255.91,"Year","Y",68,"0"
"North America","Bachelor's","Y","N",1551,"Island",81707.96,"Year","Y",12,"0"
"Asia","Bachelor's","Y","N",3537,"West",60937.35,"Year","Y",17,"0"
"Asia","Master's","Y","Y",1787,"West",65500.19,"Year","Y",18,"0"
"Asia","Bachelor's","Y","N",1573,"West",31190.56,"Year","Y",16,"0"
"Asia","Master's","Y","N",1654,"West",36600.66,"Year","Y",136,"0"
"Europe","Master's","N","Y",2122,"South",155605.02,"Year","Y",15,"0"
"North America","Bachelor's","Y","N",2098,"Midwest",62446.69,"Year","Y",13,"0"
"Asia","Bachelor's","Y","N",2614,"South",77487.08,"Year","Y",65,"0"
"Asia","Master's","Y","N",3107,"Midwest",50417.78,"Year","Y",15,"0"
"Asia","Doctorate","Y","N",1316,"Midwest",76900.05,"Year","Y",28,"0"
"South America","Master's","Y","N",2483,"Midwest",40475.41,"Year","Y",16,"0"
"Asia","Master's","Y","N",1113,"Northeast",46457.53,"Year","Y",56,"0"
"Asia","Bachelor's","N","N",3656,"South",491.9991,"Hour","Y",53,"0"
"Europe","Master's","Y","N",2569,"West",38962.34,"Year","Y",16,"0"
"Asia","Master's","Y","N",2367,"Midwest",72479.76,"Year","N",46,"0"
"Africa","Master's","Y","N",1145,"Midwest",13324.91,"Year","N",25,"0"
"North America","Doctorate","N","N",412,"South",39848.78,"Year","N",19,"0"
"Asia","Bachelor's","N","Y",21915,"South",47773.5,"Year","Y",12,"0"
"Asia","Bachelor's","N","N",974,"South",14125.36,"Year","Y",178,"0"
"North America","Bachelor's","Y","N",2808,"Northeast",17773.53,"Year","Y",62,"0"
"Asia","Master's","Y","N",4005,"Northeast",87966.47,"Year","Y",16,"0"
"Europe","Master's","Y","N",531,"South",20314.14,"Year","Y",71,"0"
"Asia","Master's","N","N",1536,"Midwest",22667.46,"Year","N",17,"0"
"Asia","Bachelor's","Y","N",1561,"South",108527.79,"Year","Y",15,"0"
"North America","Master's","Y","N",1957,"Northeast",30077.25,"Year","Y",24,"0"
"Asia","Doctorate","Y","N",4220,"Northeast",61680.23,"Year","Y",34,"0"
"Asia","Bachelor's","Y","N",1817,"West",16196.99,"Year","Y",207,"0"
"Asia","Master's","Y","N",1602,"Northeast",162410.95,"Year","N",108,"0"
"Asia","Bachelor's","Y","N",1809,"West",80375.25,"Year","Y",16,"0"
"Europe","Doctorate","Y","N",3477,"Northeast",71113.2,"Year","Y",16,"0"
"Asia","Master's","Y","N",2569,"Midwest",298.8956,"Hour","Y",16,"0"
"Asia","Bachelor's","N","N",3236,"South",87058.78,"Year","Y",36,"0"
"Asia","Master's","Y","N",644,"Northeast",96786.88,"Year","Y",47,"0"
"Europe","Bachelor's","N","N",4376,"West",221944.22,"Year","Y",30,"0"
"South America","Master's","Y","N",5953,"Northeast",171890.05,"Year","Y",15,"0"
"Europe","Bachelor's","Y","Y",2861,"South",101072.99,"Year","Y",37,"0"
"Asia","Master's","Y","N",2566,"Northeast",82062.29,"Year","Y",34,"0"
"Asia","Master's","Y","N",1250,"Northeast",66433.79,"Year","N",173,"0"
"Asia","Master's","Y","N",1077,"Northeast",69435.54,"Year","Y",11,"0"
"Europe","Bachelor's","N","N",2007,"Northeast",64888.12,"Year","Y",64,"0"
"Africa","Master's","Y","N",1885,"West",47639.56,"Year","Y",32,"0"
"Asia","High School","N","N",8315,"South",105974.33,"Year","Y",30,"0"
"Europe","Doctorate","N","Y",814,"Northeast",79908.73,"Year","Y",190,"0"
"Asia","Bachelor's","Y","N",1386,"Midwest",75257.3,"Year","Y",29,"0"
"North America","Master's","N","N",1063,"South",122.55,"Hour","Y",12,"0"
"Africa","Master's","Y","N",1531,"West",109611.55,"Year","Y",22,"0"
"Europe","Bachelor's","Y","N",1432,"Island",72618.35,"Year","Y",24,"0"
"Europe","Doctorate","N","Y",1881,"South",104593.37,"Year","Y",52,"0"
"Asia","Bachelor's","Y","N",4655,"South",18502.5,"Year","Y",26,"0"
"Asia","Master's","Y","N",1817,"Midwest",58434.15,"Year","N",14,"0"
"Asia","Bachelor's","Y","N",4729,"South",65759.78,"Year","N",73,"0"
"Asia","Master's","Y","N",3184,"Midwest",143194.85,"Year","Y",19,"0"
"Asia","High School","N","N",1943,"South",467.5247,"Hour","Y",138,"0"
"North America","Bachelor's","Y","N",616,"South",49248.08,"Year","Y",23,"0"
"Asia","Bachelor's","Y","N",1153,"West",103164.26,"Year","Y",29,"0"
"North America","Bachelor's","Y","N",6289,"Northeast",12759.63,"Year","Y",20,"0"
"Asia","High School","Y","N",958,"South",89991.95,"Year","Y",19,"0"
"Asia","Master's","N","N",231,"Midwest",111021.08,"Year","Y",20,"0"
"Asia","Bachelor's","Y","N",987,"West",44332.36,"Year","Y",15,"0"
"Asia","Bachelor's","Y","N",1849,"South",143260.47,"Year","Y",92,"0"
"Asia","Master's","N","N",4276,"Midwest",215240.7,"Year","Y",19,"0"
"North America","Bachelor's","N","N",85646,"South",103341.32,"Year","N",11,"0"
"Asia","Master's","N","N",1118,"Midwest",51408.57,"Year","Y",16,"0"
"North America","Master's","Y","N",1177,"Northeast",40030.56,"Year","Y",26,"0"
"Europe","Doctorate","N","Y",1400,"South",56651.09,"Year","Y",25,"0"
"Asia","Bachelor's","Y","N",5577,"West",160323.84,"Year","Y",17,"0"
"Africa","Master's","Y","N",2616,"Midwest",95415.3,"Year","Y",55,"0"
"Asia","Master's","N","N",2223,"Midwest",43427.27,"Year","Y",27,"0"
"Asia","Bachelor's","N","N",124,"South",95745.58,"Year","Y",115,"0"
"North America","Bachelor's","Y","N",862,"West",60750.79,"Year","Y",87,"0"
"Asia","Doctorate","Y","Y",1961,"West",91772.54,"Year","Y",26,"0"
"Asia","Master's","N","N",7668,"South",95333.45,"Year","Y",19,"0"
"Asia","Master's","N","Y",1680,"South",172316.39,"Year","Y",14,"0"
"Asia","Bachelor's","Y","N",1217,"Midwest",71078.6,"Year","N",16,"0"
"Asia","Bachelor's","Y","Y",3110,"West",109177.73,"Year","N",19,"0"
"Europe","Master's","N","Y",143036,"Northeast",90939.96,"Year","Y",12,"0"
"Asia","Bachelor's","Y","N",3385,"Northeast",14671.65,"Year","Y",27,"0"
"Asia","Master's","Y","N",409,"South",68952.04,"Year","Y",53,"0"
"Asia","Master's","Y","N",3539,"West",24642.85,"Year","Y",36,"0"
"North America","Master's","Y","N",5087,"West",28399.22,"Year","Y",19,"0"
"North America","Doctorate","Y","N",2479,"Northeast",62207.61,"Year","Y",105,"0"
"Asia","Master's","Y","N",4836,"Midwest",597.9,"Year","Y",19,"0"
"Asia","Bachelor's","Y","N",54,"West",240.7297,"Hour","Y",26,"0"
"Asia","Bachelor's","N","N",1413,"Midwest",94129.28,"Year","Y",39,"0"
"Asia","Master's","Y","N",880,"Northeast",123273.68,"Year","Y",27,"0"
"Asia","Master's","Y","N",1874,"West",41178.56,"Year","Y",103,"0"
"North America","Master's","N","N",2464,"Midwest",113052.48,"Year","N",12,"0"
"Europe","Doctorate","Y","N",1074,"West",19383.25,"Year","Y",54,"0"
"Asia","Master's","Y","N",18664,"Island",158144.16,"Year","Y",17,"0"
"Europe","Bachelor's","Y","N",190,"South",132092.7,"Year","Y",17,"0"
"Asia","Master's","Y","Y",2596,"Northeast",36364.29,"Year","Y",12,"0"
"North America","Master's","Y","N",1337,"Midwest",105152.57,"Year","N",22,"0"
"Europe","Master's","Y","N",1697,"West",43614.49,"Year","Y",26,"0"
"Europe","Master's","Y","N",4322,"West",78916.96,"Year","Y",17,"0"
"Asia","Bachelor's","Y","N",708,"South",138315.14,"Year","Y",17,"0"
"Asia","Master's","N","N",866,"Midwest",174812.84,"Year","Y",126,"0"
"Asia","Bachelor's","N","Y",1913,"South",74635.08,"Year","Y",11,"0"
"Asia","Bachelor's","N","N",573,"South",62891.29,"Year","Y",15,"0"
"Asia","Master's","Y","N",1606,"Midwest",3435.99,"Year","Y",12,"0"
"Asia","Master's","N","N",898,"Midwest",122187.35,"Year","Y",22,"0"
"Europe","Master's","N","N",2619,"West",62376.12,"Year","Y",43,"0"
"Europe","Master's","Y","Y",4035,"Northeast",41360.5,"Year","Y",26,"0"
"Africa","Doctorate","Y","N",5707,"West",103813.15,"Year","Y",22,"0"
"Asia","Master's","N","N",2803,"South",139924.14,"Year","Y",20,"0"
"Asia","Bachelor's","Y","N",142,"Northeast",32341.12,"Year","Y",26,"0"
"North America","Bachelor's","Y","N",5963,"Northeast",26217.34,"Year","Y",15,"0"
"Asia","Bachelor's","N","N",3336,"Midwest",65227.99,"Year","Y",30,"0"
"Asia","Master's","Y","N",499,"Northeast",98867.47,"Year","Y",40,"0"
"Asia","High School","N","N",3716,"Midwest",311.1659,"Hour","Y",25,"0"
"Asia","Doctorate","Y","N",394921,"South",106460.43,"Year","Y",49,"0"
"Asia","Master's","Y","N",1836,"West",16780.57,"Year","Y",49,"0"
"Europe","Bachelor's","N","N",2097,"Midwest",125702.65,"Year","Y",110,"0"
"Asia","Bachelor's","Y","N",444,"West",29951.72,"Year","Y",11,"0"
"Asia","Master's","Y","N",3329,"Northeast",144548.82,"Year","Y",41,"0"
"Europe","High School","Y","N",860,"South",70892.12,"Year","Y",36,"0"
"North America","Doctorate","Y","N",13728,"South",72626,"Year","Y",56,"0"
"Asia","Master's","Y","Y",2595,"Northeast",142300.54,"Year","Y",19,"0"
"Asia","Bachelor's","Y","N",273,"West",56495.99,"Year","Y",23,"0"
"Asia","Master's","N","N",302,"South",47.4872,"Hour","Y",24,"0"
"Asia","Bachelor's","Y","N",4266,"South",208952.02,"Year","Y",48,"0"
"Europe","Doctorate","N","Y",115,"South",48947.85,"Year","Y",59,"0"
"Asia","Bachelor's","Y","N",1454,"West",124900.16,"Year","Y",25,"0"
"Asia","Master's","Y","N",2427,"South",121287.72,"Year","N",35,"0"
"South America","High School","N","N",518,"Midwest",98771.74,"Year","Y",23,"0"
"Asia","Master's","N","N",2359,"Midwest",112264.84,"Year","Y",28,"0"
"Asia","Bachelor's","N","Y",1708,"Midwest",40719.26,"Year","Y",13,"0"
"Europe","High School","N","Y",4223,"Midwest",144384.1,"Year","Y",31,"0"
"Asia","High School","N","N",3290,"Midwest",66828.9,"Year","Y",24,"0"
"Asia","Doctorate","Y","Y",639,"South",45799.41,"Year","Y",156,"0"
"Europe","Doctorate","Y","N",2631,"Midwest",110391.42,"Year","Y",26,"0"
"Asia","Master's","N","N",1470,"Midwest",122257.16,"Year","Y",17,"0"
"Europe","Bachelor's","N","Y",176,"South",5401.14,"Year","Y",81,"0"
"Asia","Bachelor's","Y","N",3523,"West",53741.48,"Year","Y",36,"0"
"Asia","Master's","Y","Y",770,"West",150091.79,"Year","Y",27,"0"
"Asia","High School","N","N",1498,"South",84393.44,"Year","Y",155,"0"
"Asia","Bachelor's","Y","N",1900,"South",231.1253,"Hour","Y",31,"0"
"Asia","Bachelor's","Y","N",920,"South",78213.37,"Year","Y",46,"0"
"Asia","Master's","Y","N",2340,"Northeast",63278.75,"Year","Y",43,"0"
"Asia","Bachelor's","Y","N",3026,"South",64069.53,"Year","Y",90,"0"
"Asia","Master's","Y","N",538,"Midwest",222628.84,"Year","Y",13,"0"
"Europe","High School","Y","Y",2970,"South",62170.47,"Year","Y",48,"0"
"Asia","Master's","Y","N",962,"South",25041.81,"Year","Y",152,"0"
"North America","High School","N","N",183,"South",434.3017,"Hour","Y",14,"0"
"Europe","Doctorate","Y","N",48289,"West",38517.04,"Year","Y",26,"0"
"Asia","Bachelor's","Y","N",214,"West",27952.97,"Year","Y",25,"0"
"Asia","Doctorate","Y","N",4448,"Northeast",45594.69,"Year","Y",23,"0"
"Asia","High School","Y","N",5215,"South",79230.67,"Year","N",19,"0"
"Africa","High School","Y","N",5838,"Midwest",114592.85,"Year","Y",114,"0"
"Asia","Bachelor's","Y","N",1430,"South",88052.65,"Year","Y",40,"0"
"Asia","Bachelor's","Y","N",709,"Northeast",114128.01,"Year","Y",18,"0"
"North America","High School","Y","N",1903,"West",91390.84,"Year","Y",9,"0"
"Asia","Bachelor's","Y","N",5066,"Northeast",53348,"Year","Y",20,"0"
"Europe","Doctorate","Y","N",4102,"West",5245.16,"Year","Y",170,"0"
"Asia","Bachelor's","Y","N",3260,"Northeast",100672.28,"Year","Y",41,"0"
"Asia","Bachelor's","Y","N",114273,"Northeast",54887.49,"Year","Y",62,"0"
"Europe","Bachelor's","Y","N",4524,"West",93447.35,"Year","Y",56,"0"
"Asia","Master's","Y","N",1374,"West",9743.16,"Year","Y",14,"0"
"North America","Master's","N","N",3274,"Midwest",103488.11,"Year","N",14,"0"
"Asia","Bachelor's","Y","N",2274,"Northeast",14610.31,"Month","Y",35,"0"
"North America","Master's","N","Y",175,"South",111803.27,"Year","Y",35,"0"
"North America","Doctorate","Y","N",1807,"West",39599.34,"Year","Y",96,"0"
"Asia","Master's","Y","N",190,"West",67520.84,"Year","N",24,"0"
"Asia","Master's","Y","N",1024,"South",123953.16,"Year","Y",70,"0"
"Asia","Doctorate","Y","N",6024,"Northeast",274019.43,"Year","Y",35,"0"
"Asia","Master's","Y","N",4087,"Midwest",176370.34,"Year","Y",14,"0"
"Asia","Bachelor's","Y","N",5319,"Midwest",254.778,"Hour","Y",12,"0"
"Asia","Bachelor's","Y","N",1233,"South",65908.92,"Year","Y",149,"0"
"Europe","Bachelor's","Y","N",3815,"West",74098.16,"Year","Y",10,"0"
"Europe","Bachelor's","Y","N",3434,"West",60799.95,"Year","Y",12,"0"
"Asia","Bachelor's","Y","N",4457,"Northeast",44966.61,"Year","Y",38,"0"
"Asia","Bachelor's","N","N",2875,"South",163069.51,"Year","Y",120,"0"
"Oceania","High School","Y","N",786,"West",115097.54,"Year","Y",16,"0"
"Asia","Master's","N","N",485,"Midwest",41539.96,"Year","Y",72,"0"
"Africa","Master's","Y","N",2959,"West",45460.58,"Year","Y",13,"0"
"Asia","Master's","Y","N",2333,"Midwest",55450.8,"Year","Y",45,"0"
"Asia","Bachelor's","N","N",92872,"Midwest",126336.28,"Year","Y",26,"0"
"North America","Master's","Y","N",137,"Northeast",154725.53,"Year","Y",25,"0"
"Asia","Bachelor's","Y","Y",2569,"South",51862.76,"Year","N",109,"0"
"Asia","High School","Y","N",4771,"South",43581.41,"Year","Y",20,"0"
"Asia","Master's","Y","N",268,"West",32586.62,"Year","Y",102,"0"
"Europe","Bachelor's","Y","N",1379,"West",54679.98,"Year","Y",18,"0"
"Asia","Bachelor's","Y","N",1488,"West",136443.09,"Year","Y",15,"0"
"North America","Bachelor's","Y","N",3472,"Midwest",48603.11,"Year","Y",23,"0"
"Asia","Master's","N","N",4085,"Midwest",89551.4,"Year","Y",27,"0"
"Asia","High School","Y","N",1978,"Midwest",130762.79,"Year","Y",46,"0"
"Asia","Master's","Y","Y",414,"South",158559.86,"Year","Y",38,"0"
"North America","Master's","Y","N",4029,"South",98946.91,"Year","Y",24,"0"
"Asia","High School","N","N",1644,"Midwest",129136.93,"Year","Y",25,"0"
"Asia","Master's","N","N",2004,"South",116179.43,"Year","N",21,"0"
"Asia","High School","Y","Y",380,"South",95147.04,"Year","Y",25,"0"
"Europe","Doctorate","N","N",446,"Northeast",75854.49,"Year","Y",66,"0"
"Asia","Doctorate","N","N",9043,"South",880.4029,"Hour","Y",61,"0"
"Asia","Bachelor's","N","N",4965,"South",89875.83,"Year","N",31,"0"
"Asia","Bachelor's","Y","N",4769,"Northeast",103400.4,"Year","Y",49,"0"
"North America","Master's","Y","N",3783,"West",31191.28,"Year","Y",18,"0"
"Africa","Bachelor's","N","N",85457,"South",174177.41,"Year","Y",27,"0"
"Europe","Bachelor's","Y","N",1508,"South",51448.54,"Year","Y",18,"0"
"Asia","Doctorate","N","N",2380,"Midwest",143988.01,"Year","Y",18,"0"
"Asia","Bachelor's","Y","N",3085,"South",68707.76,"Year","Y",14,"0"
"Asia","Bachelor's","Y","N",619,"Northeast",3103.1,"Year","Y",39,"0"
"Asia","Bachelor's","Y","N",2536,"West",54769.76,"Year","Y",15,"0"
"Europe","Master's","N","N",1547,"South",25029.86,"Year","Y",20,"0"
"Asia","Master's","Y","N",5347,"South",73435.36,"Year","Y",20,"0"
"Asia","Master's","Y","N",3896,"Northeast",105576.91,"Year","Y",52,"0"
"Asia","Bachelor's","N","N",2607,"Midwest",82708.29,"Year","Y",16,"0"
"South America","Master's","Y","N",815,"West",58311.87,"Year","Y",109,"0"
"Asia","Master's","Y","N",1998,"South",81402.95,"Year","Y",28,"0"
"South America","Bachelor's","Y","Y",1287,"South",156883.85,"Year","Y",52,"0"
"North America","Master's","Y","N",3515,"Northeast",102544.06,"Year","N",18,"0"
"Asia","Bachelor's","Y","N",178,"West",21890.62,"Year","Y",17,"0"
"Asia","Master's","Y","N",4092,"Midwest",150034.38,"Year","Y",26,"0"
"Asia","Master's","Y","N",1427,"West",178.5724,"Hour","Y",47,"0"
"Asia","Master's","Y","N",3414,"Midwest",42033.2,"Year","Y",25,"0"
"South America","Master's","Y","N",1917,"South",75368.28,"Year","Y",112,"0"
"Europe","Doctorate","N","N",3958,"West",73402.28,"Year","Y",47,"0"
"Asia","Bachelor's","N","Y",3013,"South",136743.29,"Year","Y",19,"0"
"Asia","Master's","N","Y",1063,"Midwest",217752.38,"Year","Y",27,"0"
"North America","Master's","Y","N",2410,"Northeast",42861.65,"Year","Y",16,"0"
"Asia","Master's","Y","N",3284,"Northeast",28952.76,"Year","Y",16,"0"
"North America","Master's","Y","N",1409,"South",124682.1,"Year","Y",23,"0"
"Africa","Master's","Y","N",3771,"West",123870.96,"Year","Y",21,"0"
"Asia","Bachelor's","N","N",342,"Midwest",48931.21,"Year","Y",181,"0"
"Africa","Master's","N","N",2278,"Midwest",127610.62,"Year","Y",49,"0"
"Asia","Bachelor's","N","N",2944,"South",230984.28,"Year","Y",27,"0"
"Asia","Master's","N","N",801,"Midwest",128078.97,"Year","Y",79,"0"
"Europe","Master's","Y","N",24190,"South",144911.64,"Year","N",31,"0"
"Asia","Master's","N","N",1723,"Midwest",39501.79,"Year","N",64,"0"
"Europe","Master's","Y","N",5436,"Northeast",70186.66,"Year","Y",10,"0"
"Asia","Bachelor's","Y","N",27,"West",98190.11,"Year","Y",17,"0"
"Asia","Master's","Y","N",760,"Midwest",223128.23,"Year","Y",35,"0"
"Asia","Master's","Y","N",2142,"Northeast",147492.23,"Year","N",17,"0"
"Asia","Bachelor's","Y","N",633,"South",81047.49,"Year","Y",44,"0"
"Asia","Bachelor's","Y","N",3408,"Midwest",67744.54,"Year","N",94,"0"
"North America","Bachelor's","Y","N",3374,"Midwest",124864.48,"Year","Y",12,"0"
"Asia","Master's","N","N",1472,"Midwest",197974.59,"Year","Y",19,"0"
"Asia","Master's","N","Y",2126,"South",81534.43,"Year","Y",102,"0"
"Asia","Bachelor's","Y","N",34554,"Midwest",246705,"Year","N",11,"0"
"North America","Master's","N","N",968,"Midwest",91757.51,"Year","Y",11,"0"
"North America","Master's","N","N",1479,"Midwest",108823.15,"Year","Y",17,"0"
"North America","High School","Y","N",2620,"Northeast",130192.56,"Year","Y",26,"0"
"Asia","High School","N","N",31859,"South",932.9804,"Hour","Y",60,"0"
"Asia","Bachelor's","Y","N",2365,"South",82414.98,"Year","Y",20,"0"
"Europe","Master's","N","Y",1858,"Northeast",53366.36,"Year","Y",35,"0"
"Asia","Bachelor's","Y","N",5877,"West",150646.84,"Year","Y",11,"0"
"North America","Bachelor's","Y","N",1599,"South",37720.38,"Year","Y",42,"0"
"Asia","Master's","Y","N",2388,"Northeast",28481.28,"Year","Y",28,"0"
"Europe","Doctorate","Y","N",2405,"South",429.95,"Year","Y",38,"0"
"Asia","Bachelor's","Y","Y",956,"Northeast",61071.62,"Year","Y",17,"0"
"North America","High School","Y","N",1039,"Midwest",25815.98,"Year","Y",13,"0"
"Asia","Master's","Y","N",2200,"South",156520.94,"Year","Y",18,"0"
"Europe","Master's","N","Y",1029,"Northeast",101522.15,"Year","Y",36,"0"
"Asia","High School","N","N",2133,"South",784.2604,"Hour","Y",25,"0"
"Africa","Master's","Y","N",314,"Northeast",72130.76,"Year","Y",27,"0"
"Asia","Bachelor's","Y","N",51,"West",153154.02,"Year","Y",22,"0"
"Asia","Bachelor's","Y","Y",3181,"South",205.2435,"Hour","Y",21,"0"
